rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
15560,Amatsumi Sora ni! Kumo no Hatate ni,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Prototype,0,0,0.02,0,0.02
15564,Lovely x Cation 1 & 2,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,5pb,0,0,0.02,0,0.02
15694,Prince of Stride,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02
15752,Abunai: Koi no Sousa Shitsu,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Asgard,0,0,0.02,0,0.02
15772,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.02,0,0.02
15774,Root Infinity Rexx,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
15783,Reine des Fleurs,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.02,0,0.02
15796,Kaleidoeve,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,HuneX,0,0,0.02,0,0.02
15849,Psychedelica of the Black Butterfly,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.02,0,0.02
15910,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,5pb,0,0,0.02,0,0.02
15935,I Doll U,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
15956,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15972,Sid Meier's Civilization Revolution 2+,PSV,PlayStation Vita,SONY,8th,Y,2015,Strategy,Take-Two Interactive,0,0,0.02,0,0.02
16078,Infinite Stratos 2: Love and Purge,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,5pb,0,0,0.01,0,0.01
16122,Hitotsu Tobashi Renai V,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Kaga Create,0,0,0.01,0,0.01
16142,Norn + Nonette: Last Era,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.01,0,0.01
16149,Fuuraiki 3,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Unknown,0,0,0.01,0,0.01
16203,Hyakka Yakou,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Unknown,0,0,0.01,0,0.01
16269,Kurogane Kaikitan,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Minato Station,0,0,0.01,0,0.01
16306,Durarara!! Relay,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Kadokawa Games,0,0,0.01,0,0.01
16314,Space Hulk,PSV,PlayStation Vita,SONY,8th,Y,2015,Strategy,Funbox Media,0,0.01,0,0,0.01
16327,Professional Farmer 2016,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.01,0,0.01
16502,Irotoridori no Sekai: World's End Re-Birth,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,HuneX,0,0,0.01,0,0.01
16551,Hakuoki: Reimeiroku - Omouhase Kara,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.01,0,0.01
16568,Teslagrad,PSV,PlayStation Vita,SONY,8th,Y,2015,Platform,Rain Games,0,0.01,0,0,0.01
236,Splatoon,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
430,Super Mario Maker,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
1209,Mario Party 10,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55
1528,Yoshi's Woolly World,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29
2461,Xenoblade Chronicles X,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
3444,Just Dance 2016,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Ubisoft,0.28,0.25,0,0.05,0.58
3780,LEGO Jurassic World,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3787,Kirby and the Rainbow Curse,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3924,LEGO Dimensions,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0,0.05,0.51
4127,Skylanders: SuperChargers,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Activision,0.25,0.18,0,0.04,0.48
4402,Mario Tennis Ultra Smash,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45
4422,Disney Infinity 3.0,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Disney Interactive Studios,0.2,0.21,0,0.04,0.44
4659,Animal Crossing: Amiibo Festival,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42
7270,Shin Megami Tensei x Fire Emblem,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
8106,Guitar Hero Live,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Activision,0.12,0.04,0,0.02,0.18
9907,Rodea the Sky Soldier,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
10400,Shovel Knight,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Platform,Yacht Club Games,0.06,0.04,0,0.01,0.11
11554,Just Dance: Disney Party 2,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Namco Bandai Games,0,0,0.06,0,0.06
12428,Devil's Third,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06
12823,Legend of Kay,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Nordic Games,0.03,0.02,0,0,0.05
12885,Adventure Time: Finn & Jake Investigations,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Little Orbit,0.03,0.02,0,0,0.05
14271,YoKai Watch Dance: Just Dance Special Version,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Level 5,0,0,0.03,0,0.03
16107,Barbie and Her Sisters Puppy Rescue,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16299,Legend of Kay Anniversary,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Action,Nordic Games,0,0.01,0,0,0.01
16329,Dragon Quest X: All in One Package,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01
16360,Mario vs. Donkey Kong: Tipping Stars,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Puzzle,Nintendo,0,0,0.01,0,0.01
16459,Art Academy: Home Studio,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Nintendo,0,0,0.01,0,0.01
415,Monster Hunter X,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
477,Animal Crossing: Happy Home Designer,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
682,The Legend of Zelda: Majora's Mask 3D,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
701,Yokai Watch Busters,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Level 5,0,0,2.28,0,2.28
1212,Fire Emblem Fates,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54
1704,Pokemon Super Mystery Dungeon,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19
1852,The Legend of Zelda: Tri Force Heroes,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
2411,Monster Strike 3DS,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,"mixi, Inc",0,0,0.86,0,0.86
2419,Dragon Quest VIII: Journey of the Cursed King,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Square Enix,0,0,0.86,0,0.86
2773,Mario & Luigi: Paper Jam,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2884,Rhythm Heaven: The Best+,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Nintendo,0,0,0.71,0,0.71
2967,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Nintendo,0.01,0.61,0.02,0.04,0.69
3351,LEGO Jurassic World,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.22,0.03,0.05,0.6
3595,Xenoblade Chronicles,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
4152,Bravely Second: End Layer,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46
5556,Dragon Ball Z: Extreme Butoden,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33
5727,Hatsune Miku: Project Mirai DX,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31
6712,The Legend of Legacy,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
6841,Stella Glow,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
6902,Chibi-Robo! Zip Lash,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6963,Etrian Mystery Dungeon,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6979,Girls Mode 3: Kirakira Code,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,0,0,0.23,0,0.23
7292,Code Name: S.T.E.A.M.,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
7488,LEGO Ninjago: Shadow of Ronin,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Capcom,0,0,0.19,0,0.19
7868,Disney Magic World 2,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,0,0,0.19,0,0.19
8456,Project X Zone 2: Brave New World,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
8678,7th Dragon III Code: VFD,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Sega,0.03,0,0.12,0,0.16
8801,Theatrhythm Dragon Quest,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Square Enix,0,0,0.15,0,0.15
8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Simulation,Marvelous Entertainment,0.04,0,0.1,0.01,0.15
9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nippon Columbia,0,0,0.14,0,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Capcom,0,0,0.14,0,0.14
9245,Famista Returns,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14
9362,Shovel Knight,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9419,Super Robot Wars BX,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13
9583,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13
9782,Shin Megami Tensei: Devil Survivor 2,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Atlus,0,0.03,0.09,0,0.12
10088,Skylanders: SuperChargers,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Activision,0.05,0.06,0,0.01,0.11
10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.11,0,0.11
10299,PriPara Mezase! Idol Grand Prix No.1!,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Takara Tomy,0,0,0.11,0,0.11
10320,Picross 3D 2,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Puzzle,Nintendo,0,0,0.11,0,0.11
10994,Pokemon Rumble World,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,0,0.01,0.08,0,0.09
11254,Kuroko's Basketball: Ties to Future,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.08,0,0.08
11329,The Seven Deadly Sins: Unjust Sin,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
11775,Aikatsu! My No.1 Stage!,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07
11780,Adventure Time: Finn & Jake Investigations,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Little Orbit,0.02,0.05,0,0.01,0.07
11781,Kenka Banchou 6: Soul & Blood,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Fighting,Screenlife,0,0,0.07,0,0.07
12117,Lost Heroes 2,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.07,0,0.07
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,FuRyu,0,0,0.07,0,0.07
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Puzzle,Nintendo,0,0,0.06,0,0.06
12599,Doraemon: Nobita no Uchuu Eiyuuki,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,FuRyu,0,0,0.06,0,0.06
12889,Goosebumps: The Game,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Adventure,WayForward Technologies,0.05,0,0,0.01,0.05
12918,New Prince of Tennis: Go to the Top,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,FuRyu,0,0,0.05,0,0.05
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Alchemist,0,0,0.05,0,0.05
13556,Yowamushi Pedal,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13655,Gravity Falls: Legend of the Gnome Gemulets,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Ubisoft,0.03,0,0,0,0.04
13869,Paddington: Adventures in London,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Puzzle,Koch Media,0,0.04,0,0,0.04
13889,Famicom Remix Best Choice,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nintendo,0,0,0.04,0,0.04
13920,Rodea the Sky Soldier,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04
13933,Corpse Party: Blood Covered - Repeated Fear,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Adventure,5pb,0,0,0.04,0,0.04
13956,Monster High: New Ghoul in School,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Little Orbit,0,0.03,0,0,0.04
14046,Barbie and Her Sisters Puppy Rescue,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0.03,0,0,0.04
14055,Nobunaga's Ambition II,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04
14110,DoraMoji: Nobita no Kanji Daisakusen,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Shogakukan,0,0,0.03,0,0.03
14152,SpongeBob: HeroPants,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Platform,Activision,0.03,0,0,0,0.03
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
14382,Medabots 9: Metabee / Rokusho,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14470,Langrisser: Re:Incarnation Tensei,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Extreme Entertainment Group,0.02,0,0.01,0,0.03
14480,Shantae and the Pirate's Curse,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Platform,Intergrow,0,0,0.03,0,0.03
14482,The Peanuts Movie: Snoopy's Grand Adventure,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Activision,0,0.03,0,0,0.03
14628,Romance of the Three Kingdoms II,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14702,Gudetama: Hanjuku de Tanomuwa,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Rocket Company,0,0,0.03,0,0.03
14831,Dream Girl Premier,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Alchemist,0,0,0.03,0,0.03
15074,Thomas and Friends: Steaming around Sodor,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Avanquest Software,0,0.02,0,0,0.02
15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Little Orbit,0,0.02,0,0,0.02
15443,Downtown Nekketsu Jidaigek,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Arc System Works,0,0,0.02,0,0.02
15493,Devil Survivor: Over Clock,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Strategy,Atlus,0,0,0.02,0,0.02
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15584,Niko Puchi Girls Runway,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Happinet,0,0,0.02,0,0.02
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01
16075,Sousaku Alice to Oujisama!,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Simulation,Happinet,0,0,0.01,0,0.01
16463,"Horse Life 4: My Horse, My Friend, My Champion",3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Action,Unknown,0,0.01,0,0,0.01
16531,Kiniro no Corda 3,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Adventure,Tecmo Koei,0,0,0.01,0,0.01
16545,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Nintendo,0,0,0.01,0,0.01
102,Call of Duty: Black Ops 3,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Activision,4.52,2.09,0.01,0.67,7.3
261,Halo 5: Guardians,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
288,Fallout 4,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
379,Star Wars Battlefront (2015),XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
417,FIFA 16,XOne,Xbox One,Microsoft,8th,N,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
468,Gears of War: Ultimate Edition,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
646,Madden NFL 16,XOne,Xbox One,Microsoft,8th,N,2015,Sports,Electronic Arts,2.07,0.08,0,0.26,2.4
683,NBA 2K16,XOne,Xbox One,Microsoft,8th,N,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24,2.32
1020,Forza Motorsport 6,XOne,Xbox One,Microsoft,8th,N,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
1319,Batman: Arkham Knight,XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0,0.13,1.45
1446,Mortal Kombat X,XOne,Xbox One,Microsoft,8th,N,2015,Fighting,Warner Bros. Interactive Entertainment,1,0.21,0,0.13,1.35
1526,Rise of the Tomb Raider,XOne,Xbox One,Microsoft,8th,N,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3
1533,Tom Clancy's Rainbow Six: Siege,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Ubisoft,0.73,0.44,0,0.12,1.29
1545,Assassin's Creed Syndicate,XOne,Xbox One,Microsoft,8th,N,2015,Action,Ubisoft,0.61,0.56,0,0.11,1.28
1563,The Elder Scrolls Online,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Bethesda Softworks,0.77,0.38,0,0.12,1.27
1607,The Witcher 3: Wild Hunt,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0,0.11,1.24
1674,Battlefield: Hardline,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2
1739,Destiny: The Taken King,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Activision,0.82,0.23,0,0.11,1.17
2369,Just Cause 3,XOne,Xbox One,Microsoft,8th,N,2015,Action,Square Enix,0.42,0.38,0,0.07,0.88
2556,Dying Light,XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
2731,Rare Replay,XOne,Xbox One,Microsoft,8th,N,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2896,Metal Gear Solid V: The Phantom Pain,XOne,Xbox One,Microsoft,8th,N,2015,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
2996,Need for Speed (2015),XOne,Xbox One,Microsoft,8th,N,2015,Racing,Electronic Arts,0.3,0.33,0,0.06,0.68
3233,LEGO Jurassic World,XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0,0.06,0.63
3254,Evolve,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Take-Two Interactive,0.36,0.2,0,0.06,0.62
3458,WWE 2K16,XOne,Xbox One,Microsoft,8th,N,2015,Sports,Take-Two Interactive,0.31,0.22,0,0.05,0.58
3712,Minecraft: Story Mode,XOne,Xbox One,Microsoft,8th,N,2015,Adventure,Mojang,0.29,0.21,0,0.05,0.54
3944,Guitar Hero Live,XOne,Xbox One,Microsoft,8th,N,2015,Misc,Activision,0.29,0.17,0,0.05,0.51
4202,NHL 16,XOne,Xbox One,Microsoft,8th,N,2015,Sports,Electronic Arts,0.37,0.05,0,0.05,0.47
4279,Mad Max (2015),XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0,0.04,0.46
4512,Rock Band 4,XOne,Xbox One,Microsoft,8th,N,2015,Misc,Harmonix Music Systems,0.35,0.04,0,0.04,0.43
4771,Borderlands: The Handsome Collection,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,Take-Two Interactive,0.24,0.13,0,0.04,0.41
5109,LEGO Dimensions,XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.21,0.13,0,0.03,0.37
5693,Just Dance 2016,XOne,Xbox One,Microsoft,8th,N,2015,Misc,Ubisoft,0.24,0.04,0,0.03,0.32
5701,Dragon Ball: XenoVerse,XOne,Xbox One,Microsoft,8th,N,2015,Fighting,Namco Bandai Games,0.18,0.11,0,0.03,0.31
5764,Disney Infinity 3.0,XOne,Xbox One,Microsoft,8th,N,2015,Action,Disney Interactive Studios,0.18,0.1,0,0.03,0.31
6428,Rory McIlroy PGA Tour,XOne,Xbox One,Microsoft,8th,N,2015,Action,Electronic Arts,0.15,0.09,0,0.02,0.27
6703,Final Fantasy Type-0,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25
6827,F1 2015,XOne,Xbox One,Microsoft,8th,N,2015,Racing,Codemasters,0.08,0.15,0,0.02,0.24
7021,Skylanders: SuperChargers,XOne,Xbox One,Microsoft,8th,N,2015,Action,Activision,0.16,0.05,0,0.02,0.23
7050,Project CARS,XOne,Xbox One,Microsoft,8th,N,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23
7163,Dark Souls II,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22
7550,State of Decay,XOne,Xbox One,Microsoft,8th,N,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.2
7609,Saints Row IV,XOne,Xbox One,Microsoft,8th,N,2015,Action,Deep Silver,0.1,0.09,0,0.02,0.2
7834,Farming Simulator 2015,XOne,Xbox One,Microsoft,8th,N,2015,Simulation,Koch Media,0.1,0.07,0,0.02,0.19
8430,Payday 2,XOne,Xbox One,Microsoft,8th,N,2015,Shooter,505 Games,0.08,0.07,0,0.01,0.17
8770,Wolfenstein: The Old Blood,XOne,Xbox One,Microsoft,8th,N,2015,Action,Bethesda Softworks,0.07,0.07,0,0.01,0.15
9034,Dishonored,XOne,Xbox One,Microsoft,8th,N,2015,Action,Bethesda Softworks,0.08,0.05,0,0.01,0.14
